Candidato,Setorial,Estado,Situação,Votos
BERNARDO WAGNER MARQUES BAPTISTA (Bernardo Marques) ,Patrimônio Imaterial ,RJ ,Habilitado ,8
BRUNA SCHLISTING MACHADO (Bruna Schlisting Machado) ,Patrimônio Imaterial ,RS ,Habilitado ,1
CACIANO SILVA LIMA (caciano silva lima) ,Patrimônio Imaterial ,MS ,Inabilitado ,3
CELIA REGINA RAMOS DE SOUZA (ANALIS) ,Patrimônio Imaterial ,RJ ,Habilitado ,0
CLAUDETE NASCIMENTO MACHADO (CLAUDETE NASCIMENTO MACHADO) ,Patrimônio Imaterial ,AP ,Eleito ,41
CLAUDIO BRANDAO DE OLIVEIRA (CLUBE CARNAVALESCO MIXTO SEU MALAQUIAS) ,Patrimônio Imaterial ,PE ,Eleito ,151
CRISTIANO CORREA DOS SANTOS (Cristiano Correa dos Santos) ,Patrimônio Imaterial ,AM ,Habilitado ,6
"DAGOBERTO LUIS VENTURA MOTA (Dagoberto ""Caimbé"") ",Patrimônio Imaterial ,RR ,Eleito ,75
DAIARA HORI FIGUEROA SAMPAIO (Daiara Hori Figueroa Sampaio) ,Patrimônio Imaterial ,DF ,Eleito ,21
DANIELLE CRISTINA VASCONCELOS DE BRITO (Danielle Cristina Vasconcelos de Brito) ,Patrimônio Imaterial ,RN ,Eleito ,266
DENILCE RABELO BORGES (DENILCE BORGES) ,Patrimônio Imaterial ,PA ,Eleito ,597
DENISIA MARTINS BORBA (Denísia Martins Borba) ,Patrimônio Imaterial ,MG ,Habilitado ,19
EDEVALDO APARECIDO SOUZA (Edevaldo Aparecido Souza) ,Patrimônio Imaterial ,GO ,Eleito ,274
EDILSON DE SOUZA PEREIRA (Edilson de Souza Pereira) ,Patrimônio Imaterial ,PA ,Habilitado ,47
EDUARDO SILVA DE MENEZES (EDUARDO SILVA DE MENEZES) ,Patrimônio Imaterial ,PE ,Habilitado ,14
ELEONORA APARECIDA ALVES DE SOUZA DOMINGOS (Done Eleonora) ,Patrimônio Imaterial ,SP ,Habilitado ,17
ELIZEU DOS SANTOS FELIPE (Elizeu dos santos felipe) ,Patrimônio Imaterial ,RJ ,Habilitado ,55
ERICK MARCIO MENDES MUNIZ (Anàpuáka Muniz Tupianmbá Hã hã hãe) ,Patrimônio Imaterial ,RJ ,Habilitado ,4
ERVAL BENMUYAL DA COSTA (Erval Benmuyal) ,Patrimônio Imaterial ,TO ,Habilitado ,2
FABIANO BRUNO ARAUJO DA COSTA (Fabiano Buffalo) ,Patrimônio Imaterial ,AP ,Eleito ,5
FABIO SANTOS DE ANDRADE (Fabio Santos de Andrade) ,Patrimônio Imaterial ,RO ,Habilitado ,0
FIRMINO INACIO FONSECA NETO (Neto de Azile ) ,Patrimônio Imaterial ,MA ,Eleito ,297
FRANCISCO ALEXANDRE SILVA DE ALMEIDA (Francisco Alexandre Silva de Almeida) ,Patrimônio Imaterial ,AC ,Habilitado ,24
FRANCISCO DO VALE PEREIRA (Francisco do Vale Pereira) ,Patrimônio Imaterial ,SC ,Habilitado ,15
ISABELA BISPO DOS SANTOS SANTANA (ISABELA BISPO SANTANA) ,Patrimônio Imaterial ,SE ,Habilitado ,7
IZABELA MARIA TAMASO (Izabela Maria Tamaso) ,Patrimônio Imaterial ,GO ,Habilitado ,0
JACYARA COSTA MACIEL (Jacyara Costa Maciel) ,Patrimônio Imaterial ,PB ,Inabilitado ,3
JANETE MAGNO DOS SANTOS SILVA (Janete Magno dos Santos Silva (Ndembu Tandala)) ,Patrimônio Imaterial ,BA ,Habilitado ,5
JANINE MARIA VIEGAS CUNHA (Nina Fola) ,Patrimônio Imaterial ,RS ,Eleito ,116
JOANA EUDA BARBOSA (JOANA EUDA BARBOSA - MUNDURUKU) ,Patrimônio Imaterial ,TO ,Eleito ,19
JOANILSON LUCIANO DA SILVA JUNIOR (Mestre DiMainha) ,Patrimônio Imaterial ,BA ,Habilitado ,16
JOAO CARLOS DE MELO SILVA (João Carlos de Melo Silva) ,Patrimônio Imaterial ,RJ ,Inabilitado ,1
JOAO LUIZ PRESTES RABELO (João Luiz Prestes Rabelo) ,Patrimônio Imaterial ,GO ,Habilitado ,1
JOEL GEHLEN (Joel Gehlen) ,Patrimônio Imaterial ,SC ,Habilitado ,1
JORDAO ZANELLA (JORDÃO ZANELLA - PÒPO) ,Patrimônio Imaterial ,SC ,Eleito ,91
JORGE CALHEIROS DA SILVA (Jorge Calheiros da Silva (Mestre Cordelista Jorge Calheiros)) ,Patrimônio Imaterial ,AL ,Habilitado ,1
JOSE ANTONIO PINHEIRO DA SILVA (José Antonio Pinheiro) ,Patrimônio Imaterial ,MT ,Inabilitado ,3
JOSE AVILA DA ROCHA JUNIOR (josé avila da rocha junior) ,Patrimônio Imaterial ,CE ,Habilitado ,13
JOSE CARLOS DA SILVA (Índio Mestre Borboleta) ,Patrimônio Imaterial ,SP ,Habilitado ,58
JOSE CARLOS DOS SANTOS (José Carlos dos Santos) ,Patrimônio Imaterial ,SE ,Eleito ,48
JULIE ANTOINETTE CAVIGNAC (Julie Cavignac) ,Patrimônio Imaterial ,RN ,Inabilitado ,0
JUSSARA PEREIRA DUTRA (Jussara Dutra) ,Patrimônio Imaterial ,RS ,Habilitado ,4
LAFAETE JOSE DA SILVA (Lafaete Pankararu) ,Patrimônio Imaterial ,PE ,Habilitado ,7
LAI BOTTMANN PEREIRA (Lai Pereira) ,Patrimônio Imaterial ,PR ,Eleito ,65
LEILA ADRIANA BAPTAGLIN (Leila Adriana Baptaglin) ,Patrimônio Imaterial ,RR ,Habilitado ,0
LETICIA SILVA DE ALMEIDA SOUZA (LETICIA SILVA) ,Patrimônio Imaterial ,BA ,Eleito ,118
LEVY SILVERIO DA SILVA JUNIOR (Levy Silvério da Silva Júnior) ,Patrimônio Imaterial ,GO ,Habilitado ,11
LOURDES CORREA (Lourdes Correa (Lú Ynaiah)) ,Patrimônio Imaterial ,SP ,Habilitado ,45
LUCIA MARIA CRISPINIANO DA SILVA (Mãe Lúcia de Oyá) ,Patrimônio Imaterial ,PE ,Habilitado ,61
LUCILENE FERREIRA DA SILVA (Lucilene Ferreira da Silva) ,Patrimônio Imaterial ,SP ,Habilitado ,45
LUIS CARLOS DE OLIVEIRA (Luis Carlos de Oliveira) ,Patrimônio Imaterial ,RS ,Habilitado ,1
MAGNUS LUIZ EMMENDOERFER (Magnus Emmendoerfer) ,Patrimônio Imaterial ,MG ,Eleito ,85
MARCELO RANGEL LIMA (Marcelo Rangel Lima) ,Patrimônio Imaterial ,SE ,Habilitado ,14
MARIA CELIA FERNANDES ROSA (Maria Celia Fernandes Rosa) ,Patrimônio Imaterial ,DF ,Habilitado ,4
MARIA DAS GRACAS SANTOS DA SILVA (MARIA DAS GRAÇAS SANTOS DA SILVA) ,Patrimônio Imaterial ,BA ,Habilitado ,104
MARIA DO PERPETUO SOCORRO LIMA DE SOUSA (Maria do Perpétuo Socorro Lima de Sousa) ,Patrimônio Imaterial ,AM ,Eleito ,45
MARIA JOSE SILVA OLIVEIRA (maria josé silva oliveira) ,Patrimônio Imaterial ,PB ,Eleito ,13
MARIA NEIDE MARTINS (Mãe Neide Oyá D'Oxum) ,Patrimônio Imaterial ,AL ,Habilitado ,201
MARLEY TEREZINHA PERTILE (MARLEY TEREZINHA PÉRTILE) ,Patrimônio Imaterial ,RS ,Habilitado ,50
MAXIMA CRUZ DOS SANTOS (Maxima Cruz dos Santos) ,Patrimônio Imaterial ,RJ ,Habilitado ,0
MAYSA EULINA FIGUEIREDO DE MELO (Maysa Eulina Figueiredo de Melo) ,Patrimônio Imaterial ,SE ,Habilitado ,26
MIGUEL FERREIRA NETO (Pai Neto) ,Patrimônio Imaterial ,CE ,Eleito ,35
MIRIAN ARAUJO SOUZA MELO (Mirian Araújo. Souza Melo) ,Patrimônio Imaterial ,AL ,Eleito ,374
MIRNA NAIARA CAMPOS DO ROSARIO (Mirna Naiara Campos do Rosário) ,Patrimônio Imaterial ,AC ,Eleito ,49
NICOLAS RAMANUSH LEITE (Nicolas Ramanush Leite ) ,Patrimônio Imaterial ,SP ,Eleito ,219
NILCEMAR NOGUEIRA (Nilcemar Nogueira) ,Patrimônio Imaterial ,RJ ,Eleito ,85
OLIVIA ROBERTA LIMA SILVA (Olivia Roberta Lima Silva) ,Patrimônio Imaterial ,BA ,Habilitado ,29
ONEIDE MONTEIRO RODRIGUES (Mametu Nangetu) ,Patrimônio Imaterial ,PA ,Eleito ,119
ONIDES BONACCORSI QUEIROZ (Onides Bonaccorsi Queiroz) ,Patrimônio Imaterial ,AC ,Eleito ,49
OTAVIO ZUCON (Otavio Zucon) ,Patrimônio Imaterial ,PR ,Habilitado ,37
PAULO AURELIO CARVALHO LOPES (Paulo Aurélio Carvalho Lopes(pai Aurélio de Odé)) ,Patrimônio Imaterial ,DF ,Habilitado ,3
RAIMUNDO SEVERO DA SILVA (Mestre Severo) ,Patrimônio Imaterial ,CE ,Habilitado ,13
ROBSON LUAN DA SILVA JURASKI (ROBSON LUAN DA SILVA JURASKI) ,Patrimônio Imaterial ,PR ,Habilitado ,0
ROMILDA DE ALCINO FERREIRA (Romilda de Alcino Ferreira) ,Patrimônio Imaterial ,MG ,Inabilitado ,0
ROSINALDO BARBOSA DE PAES (ROSINALDO PAES - FUMAÇA) ,Patrimônio Imaterial ,AP ,Eleito ,75
SERGIO LUIS DOS SANTOS LIMA (Sergio Luis dos Santos Lima (Mestre Brucutu)) ,Patrimônio Imaterial ,DF ,Habilitado ,0
SERGIO LUIZ DE SOUZA VIEIRA (SERGIO LUIZ DE SOUZA VIEIRA) ,Patrimônio Imaterial ,SP ,Habilitado ,78
SILVIANE RAMOS LOPES DA SILVA (Silviane Ramos Lopes da Silva) ,Patrimônio Imaterial ,MT ,Eleito ,3
SOLANGE NAZARE LEITE SUSSUARANA BATISTA (SOLANGE NAZARÉ LEITE SUSSUARANA BATISTA) ,Patrimônio Imaterial ,AP ,Inabilitado ,35
SONIA MARIA RODRIGUES DE MENEZES (Sonia Baiana) ,Patrimônio Imaterial ,RJ ,Habilitado ,4
TAINA PAIVA GODINHO (Tainá Marajoara ) ,Patrimônio Imaterial ,PA ,Habilitado ,84
TONY WILLIAN BOITA (Tony Willian Boita) ,Patrimônio Imaterial ,GO ,Habilitado ,21
VALCIR BISPO SANTOS (Valcir Bispo Santos) ,Patrimônio Imaterial ,PA ,Habilitado ,74
VANDERLEI LAVAQUI (Vanderlei Lavaqui) ,Patrimônio Imaterial ,PR ,Habilitado ,24
VERA LUCIA RODRIGUES DUARTE (Vera Lucia Rodrigues Duarte) ,Patrimônio Imaterial ,RS ,Habilitado ,5
VITOR RAMOS DOS SANTOS LOBO (Vitor Lobo) ,Patrimônio Imaterial ,SP ,Habilitado ,122
WENDER LOUREDO PINHEIRO (Babalorixá Wender de Xangô (Oba Jedô)) ,Patrimônio Imaterial ,MA ,Habilitado ,62
WENDY SHERRY OLIVEIRA BARROS (Wendy Barros) ,Patrimônio Imaterial ,AL ,Habilitado ,27
ADELMO DE MEDEIROS (ADELMO DE MEDEIROS) ,Patrimônio Material ,PB ,Habilitado ,9
ADILSON CASCIA FELIX DOS SANTOS (adilson cascia felix dos santos) ,Patrimônio Material ,BA ,Inabilitado ,0
AGDA ARAUJO SARDINHA PINTO (Agda Sardinha ) ,Patrimônio Material ,SP ,Eleito ,31
ALESSANDRA COSTA GOMES (Alessandra Costa Gomes (Pajama) ) ,Patrimônio Material ,MA ,Eleito ,7
ANA LUCIA DA CUNHA E SILVA (Ana Lúcia Cunha e Silva) ,Patrimônio Material ,AC ,Eleito ,23
ANTONIO CARLOS SANTOS DO NASCIMENTO (Antonio Carlos Santos do Nascimento) ,Patrimônio Material ,PA ,Habilitado ,25
ANTONIO SERGIO DE SOUZA JUNIOR (Sergio Júnior) ,Patrimônio Material ,PA ,Habilitado ,2
ARAMIS MACEDO LEITE JUNIOR (Aramis Macêdo Leite Júnior) ,Patrimônio Material ,PE ,Eleito ,34
BERNARDINO DA COSTA E SILVA JUNIOR (Bernardino da Costa e Silva Junior) ,Patrimônio Material ,PA ,Eleito ,124
CARLO PAGANI (Carlo Pagani) ,Patrimônio Material ,RJ ,Habilitado ,44
CRISLEINE KUSINSKY JOAQUIM (Crisleine Kusinsky Joaquim) ,Patrimônio Material ,SC ,Habilitado ,2
DANILO DA COSTA MORCELLI (Danilo da Costa Morcelli) ,Patrimônio Material ,SP ,Habilitado ,3
DEOLINDA CONCEICAO TAVEIRA MOREIRA (Deolinda Conceição Taveira Moreira) ,Patrimônio Material ,GO ,Habilitado ,2
DIONE DA ROCHA BANDEIRA (Dione da Rocha Bandeira) ,Patrimônio Material ,SC ,Eleito ,42
EDINALDO BEZERRA DE FREITAS (EDINALDO BEZERRA DE FREITAS ) ,Patrimônio Material ,RO ,Habilitado ,1
ELINILDO MARINHO DE LIMA (elinildo marinho de lima) ,Patrimônio Material ,PE ,Habilitado ,25
FABIENE MORAES ARAUJO (Fabi Moraes) ,Patrimônio Material ,AM ,Habilitado ,2
FERNANDO ANTONIO ABATH LUNA CARDOSO CANANEA (Fernando A. Abath L. C. Cananéa) ,Patrimônio Material ,PB ,Habilitado ,18
GENILDO MOREIRA ANGELIM (Genildo Moreira Angelim) ,Patrimônio Material ,CE ,Eleito ,72
GESSONIA LEITE DE ANDRADE CARRASCO (Gessonia Leite de Andrade Carrasco) ,Patrimônio Material ,SC ,Habilitado ,14
GEYSA KARLA ALVES GALVAO (Geysa Karla Alves Galvão) ,Patrimônio Material ,PE ,Inabilitado ,1
IRISLANE PEREIRA DE MORAES (Profa. Iris Moraes / Ekedi Ewejimi) ,Patrimônio Material ,AP ,Eleito ,63
ISABELA TAVARES GUERRA (Isabela Tavares Guerra) ,Patrimônio Material ,MG ,Eleito ,43
JACQUELINE CUSTODIO (Jacqueline Custódio) ,Patrimônio Material ,RS ,Eleito ,48
JEFFERSON JUNIOR DO NASCIMENTO LIMA (Jefferson Júnior do Nascimento Lima) ,Patrimônio Material ,AL ,Eleito ,9
JOAO PAULO OMENA SILVA (João Paulo Omena Silva) ,Patrimônio Material ,AL ,Habilitado ,0
JOSE ANTONIO SEIXAS DA SILVA (ANTONIO SEIXAS) ,Patrimônio Material ,RJ ,Eleito ,106
JULIANA MOTA DOS SANTOS (Juliana Mota dos Santos) ,Patrimônio Material ,GO ,Inabilitado ,8
JULIANI BORCHARDT DA SILVA (JULIANI BORCHARDT DA SILVA) ,Patrimônio Material ,RS ,Habilitado ,13
KEYCE NAZARENO DE LUCENA ARAUJO (Keyce Jhones) ,Patrimônio Material ,AM ,Habilitado ,6
LILIANA DE MELLO LEITE (Liliana Leite) ,Patrimônio Material ,BA ,Habilitado ,5
LUCIANO FABIO DANTAS CAPISTRANO (Luciano Fábio Dantas Capistrano) ,Patrimônio Material ,RN ,Habilitado ,0
LUCIANO PEREIRA DA SILVA (Luciano Pereira da Silva) ,Patrimônio Material ,MT ,Eleito ,4
MARCELLA MONTEIRO BOREL (Marcella Monteiro Borel) ,Patrimônio Material ,SC ,Habilitado ,42
MARCOS GOMES SANTANA ( Gomes ) ,Patrimônio Material ,AP ,Inabilitado ,1
MAURI LUIZ BESSEGATTO (Maurí Luiz Bessegatto) ,Patrimônio Material ,TO ,Eleito ,35
MAURO EDUARDO RIBEIRO MOURA (Mauro Moura) ,Patrimônio Material ,GO ,Eleito ,4
MIGUEL FERNANDO PEREZ SILVA (Miguel Fernando Perez Silva) ,Patrimônio Material ,PR ,Eleito ,4
NIVALDO AMADOR DE SOUSA (NIVALDO AMADOR DE SOUSA) ,Patrimônio Material ,PB ,Eleito ,29
PAULINA ONOFRE RAMALHO (Paulina Onofre Ramalho) ,Patrimônio Material ,RR ,Eleito ,23
PAULO ROBERTO MOREIRA CRISPIM (PAULO ROBERTO MOREIRA CRISPIM) ,Patrimônio Material ,MT ,Eleito ,36
PEDRO OSWALDO NASTRI (Pedro Oswaldo Nastri) ,Patrimônio Material ,SP ,Habilitado ,3
PERICLES MORAIS DE ANDRADE JUNIOR (Péricles Morais de Andrade Júnior) ,Patrimônio Material ,SE ,Eleito ,2
RAIMUNDO NONATO PEREIRA DA SILVA (Raimundo Konmannanjy) ,Patrimônio Material ,BA ,Eleito ,140
REGIS EDUARDO MARTINS (RÉGIS EDUARDO MARTINS) ,Patrimônio Material ,MG ,Habilitado ,2
RENATA MARIA TAMASO (Renata Maria Tamaso) ,Patrimônio Material ,SP ,Habilitado ,1
RENATO PEREIRA (RENATO PEREIRA) ,Patrimônio Material ,PR ,Habilitado ,3
ROBERTO CARNEIRO DA SILVA (Roberto Carneiro da Silva) ,Patrimônio Material ,PE ,Habilitado ,5
ROGERIO BELMIRO TAMPELLINI (Rogério Belmiro Tampellini) ,Patrimônio Material ,SP ,Habilitado ,2
ROGERIO FULVIO ROMANO (Rogerio Fulvio Romano) ,Patrimônio Material ,RO ,Eleito ,2
RUBERVAL MARCELO DA SILVA OLIVEIRA (Ruberval Marcelo da Silva Oliveira) ,Patrimônio Material ,SP ,Habilitado ,17
RUBIA NOGUEIRA DE ANDRADE (Rúbia Nogueira) ,Patrimônio Material ,PE ,Habilitado ,2
TELMA HELOISA DE ALENCAR FELIX (Telma Heloísa de Alencar Félix) ,Patrimônio Material ,AM ,Eleito ,10
TELMA SARAIVA DOS SANTOS (Telma saraiva dos Santos) ,Patrimônio Material ,PA ,Eleito ,112
VINICIUS PRADO ALMEIDA (Professor Vinícius Prado Almeida) ,Patrimônio Material ,MG ,Habilitado ,0
VINICIUS XAVIER RAMOS (Vinícius Xavier Ramos) ,Patrimônio Material ,RS ,Habilitado ,30
YURI SOARES FRANCO (Yuri Soares Franco) ,Patrimônio Material ,DF ,Eleito ,3
ALAN DOUGLAS RODRIGUES DE BARROS (Alan Douglas) ,Teatro ,AP ,Eleito ,158
ALEXANDRE AMARAL MOREIRA (Alexandre Amaral Moreira) ,Teatro ,GO ,Habilitado ,0
ALEXANDRE JOSE VARGAS DA SILVA (Alexandre José Vargas da Silva) ,Teatro ,RS ,Habilitado ,14
ANDERSON FERREIRA FLORIANO (Anderson Ferreira Floriano) ,Teatro ,DF ,Habilitado ,2
ANDRE LUIS DUTRA (ANDRÉ LUÍS DUTRA) ,Teatro ,PR ,Habilitado ,6
ANGELO FABIO BARROS DE SOUZA (Ângelo Fábio) ,Teatro ,PE ,Habilitado ,26
ANGELO MARCIO FARIA TURCI (ANGELO MÁRCIO FARIA TURCI) ,Teatro ,RJ ,Habilitado ,3
ANTONIO CARLOS FERREIRA (Antônio Carlos Carluty Ferreira) ,Teatro ,MG ,Eleito ,52
ANTONIO CARLOS FERREIRA ARAUJO (Cacá Araújo ) ,Teatro ,CE ,Habilitado ,17
ANTONIO DELGADO FILHO (Antonio Delgado Filho) ,Teatro ,GO ,Eleito ,29
ANTONIO LUIZ DE OLIVEIRA NETO (antonio luiz de oliveira neto) ,Teatro ,PB ,Habilitado ,4
APARECIDO GONCALVES (Aparecido Gonçalves) ,Teatro ,AC ,Habilitado ,5
ARLINDO BEZERRA DA SILVA JUNIOR (Arlindo Bezerra da Silva Junior ) ,Teatro ,RN ,Habilitado ,49
ARMANDO MECENA DE OLIVEIRA (ARMANDO MECENAS) ,Teatro ,ES ,Eleito ,22
BEATRIZ ESTHER BROOKS YANCE (BEATRIZ ESTHER BROOKS YANCE) ,Teatro ,RR ,Eleito ,14
CAIO AUGUSTO RIBEIRO BERTONI (Caio Augusto R. Bertoni) ,Teatro ,MT ,Eleito ,21
CARLOS HENRIQUE CALAZANS RIBEIRO (Carlos Henrique Calazans Ribeiro) ,Teatro ,PA ,Habilitado ,2
CARLOS HENRIQUE LISBOA FONTES (Carlos Henrique Lisboa Fontes (Henrique Fontes)) ,Teatro ,RN ,Habilitado ,9
CASSIO FERNANDO CORREIA (Cassio Fernando Correia) ,Teatro ,SC ,Habilitado ,18
CELIO RODRIGUES DE LIMA PONTES (CÉLIO PONTES) ,Teatro ,PE ,Habilitado ,13
CICERO RAUL PASSOS DE OLIVEIRA (cicero raul passos de oliveira) ,Teatro ,RJ ,Inabilitado ,0
CLAUDIA CRISTIANE DE MATOS SOUSA (Claudia Matos) ,Teatro ,MA ,Eleito ,38
CLAUDNEY DE JESUS SANTOS (Claudney de Jesus santos) ,Teatro ,SE ,Inabilitado ,12
CLODOALDO CALAI (Clodoaldo Calai) ,Teatro ,SC ,Habilitado ,2
DEIVISSON GONCALVES DE JESUS (Dêvid Gonçalves) ,Teatro ,BA ,Eleito ,107
DORBERTO ROCHA CARVALHO (Dorberto Carvalho) ,Teatro ,SP ,Eleito ,294
EDMAR MARTINS CORREA DE SOUZA (Edmar Souza) ,Teatro ,PA ,Habilitado ,4
EDSON DA SILVA (Edson da Silva) ,Teatro ,MS ,Habilitado ,10
EDSON SILVA BARBOSA (Edson Silva Barbosa) ,Teatro ,PA ,Eleito ,95
EDUARDO GIACOMINI MARTINS (Eduardo Giacomini) ,Teatro ,PR ,Habilitado ,101
EDVALDO MARIO DO MONTE JUNIOR (Edvaldo Júnior) ,Teatro ,PE ,Habilitado ,23
EDWARD CHARLES RODRIGUES FAO (Edward Charles Rodrigues Fão) ,Teatro ,PR ,Habilitado ,17
ELINALDO SILVA SARAIVA (ELINALDO SILVA SARAIVA) ,Teatro ,PA ,Habilitado ,4
ELIZANGILA ELEUTERIO DEZINCOURT (Elizangila Eleuterio Dezincourt) ,Teatro ,PA ,Habilitado ,46
ELOIR ANTONIO FORMENTON (Eloir Antonio Formenton) ,Teatro ,SC ,Eleito ,15
ESPEDITO PEDRO DA SILVA (Espedito Pedro da Silva (Espedito Di Montebranco)) ,Teatro ,MS ,Habilitado ,20
FERNANDA BARBOSA ADAO (Fernanda Barbosa Adão) ,Teatro ,DF ,Habilitado ,2
FERNANDA LOPES KUNZLER (Fernanda Lopes Kunzler) ,Teatro ,MS ,Eleito ,39
FERNANDA PACINI VALLS (Fernanda Pacini Valls) ,Teatro ,DF ,Eleito ,22
FILIPE BRANCALIAO ALVES DE MORAES (Filipe Brancalião Alves de Moraes) ,Teatro ,SP ,Habilitado ,12
FRANCISCO FERREIRA DO NASCIMENTO (Francisco Ferreira do Nascimento) ,Teatro ,AC ,Habilitado ,6
FRANCISCO SANTOS LIMA (Francisco Santos Lima) ,Teatro ,RO ,Eleito ,21
GERMANO SOARES BAIA (Germano Soares Baía) ,Teatro ,SP ,Habilitado ,49
GILSON GUZZO CARDOSO (GIL GUZZO) ,Teatro ,SC ,Habilitado ,1
HELDER FERNANDO MICHETTI LOPES (Helder Michetti) ,Teatro ,MG ,Habilitado ,3
HELEN CRISTINA PATRICIO DE NOVAIS (Helen Novais ) ,Teatro ,MG ,Eleito ,83
HELIO MARTINS DA MATA (Hélio Martins ) ,Teatro ,GO ,Inabilitado ,17
ISMAEL NEWTON DE OLIVEIRA FARIAS (Ismael Newton de Oliveira Farias) ,Teatro ,AM ,Habilitado ,58
IVAM CABRAL (IVAM CABRAL) ,Teatro ,SP ,Habilitado ,137
JEAN ANDRE RIBEIRO DUARTE (Jean André Ribeiro Duarte) ,Teatro ,AP ,Habilitado ,13
JESSE MOACIR FARIA OLIVEIRA (Jessé Oliveira) ,Teatro ,RS ,Eleito ,102
JOAO PAULO COUTO SANTOS (PAWLO CIDADE) ,Teatro ,BA ,Habilitado ,51
JORIANA DE FREITAS PONTES (Joriana De Freitas Pontes) ,Teatro ,RN ,Eleito ,16
JOSE ALEX BOTELHO DE OLIVA JUNIOR (Zé Alex) ,Teatro ,RJ ,Habilitado ,63
JOSE ROBESPIERRE PORTELA E SILVA (Roberto Mandi) ,Teatro ,PI ,Eleito ,8
JOSUE GOMES DOS SANTOS (Josué Gomes dos Santos) ,Teatro ,RJ ,Habilitado ,0
KALINE RODRIGUES BARROSO (Kaline Rodrigues Barroso) ,Teatro ,RR ,Eleito ,69
KLEBER ALVES RIBEIRO (KLEBER ALVES RIBEIRO) ,Teatro ,SC ,Habilitado ,45
LEANDRO DAL FARRA TOPAL (Leandro Dal Farra Topal) ,Teatro ,SP ,Habilitado ,0
LEANDRO GLAUCO FERREIRA DA CONCEICAO (Léo Ferreira) ,Teatro ,PA ,Habilitado ,9
LENINE BARBOSA DE ALENCAR (Lenine Barbosa de Alencar) ,Teatro ,AC ,Eleito ,33
LEONARDO PINTO SILVA (Leonardo Gall) ,Teatro ,RJ ,Habilitado ,23
LEURIMAR SOUZA MONTEIRO (Leurimar Souza Monteiro) ,Teatro ,MA ,Eleito ,2
MARCELO RESTORI DA CUNHA (Marcelo Restori da Cunha ) ,Teatro ,RS ,Habilitado ,82
MARCONE CORREIA DE LIMA (Marcone Correia ) ,Teatro ,AL ,Inabilitado ,15
MARESSA STEPHANY FERREIRA SOUZA (Maressa Stephany Ferreira Souza) ,Teatro ,GO ,Eleito ,2
MARIA RITA COSTA DA SILVA (Maria Rita Costa da Silva) ,Teatro ,AC ,Habilitado ,1
MAURICIO DE SOUZA FERREIRA (Maurício de Souza Ferreira) ,Teatro ,RJ ,Eleito ,79
MAURO ARAUJO DOS SANTOS (MAURO SANTOS) ,Teatro ,AP ,Eleito ,137
NATAN CARLOS RAPOSO DUARTE (NATAN CARLOS RAPOSO DUARTE) ,Teatro ,BA ,Habilitado ,15
NELSON RUBENS ALBUQUERQUE DE ARAUJO (NELSON RUBENS ALBUQUERQUE DE ARAUJO) ,Teatro ,CE ,Habilitado ,6
NIVAL CORREIA DE ARAUJO (Nival Correia) ,Teatro ,TO ,Eleito ,38
NIVALDO PEREIRA DA MOTA (Nivaldo Pereira da Mota) ,Teatro ,AM ,Habilitado ,31
OSCAR RONEY ARRUDA RAMOS (OSCAR RONEY ARRUDA RAMOS ) ,Teatro ,CE ,Habilitado ,3
PAULA SANCHES SANT ANA (Paula Sanches Sant Ana) ,Teatro ,SP ,Eleito ,14
PAULO CELESTINO MENDES CAMPOS (Paulo Celestino Mendes Campos) ,Teatro ,SP ,Habilitado ,44
PAULO CESAR ALFAIA NEVES (PAULO CÉSAR ALFAIA NEVES) ,Teatro ,AP ,Eleito ,781
PAULO RICARDO SILVA DO NASCIMENTO (Paulo Ricardo Silva do Nascimento) ,Teatro ,PA ,Eleito ,63
PAULO SERGIO DE BRITO (PAULO SÉRGIO DE BRITO (Paulo Ess)) ,Teatro ,CE ,Habilitado ,10
RAONI PONTES DA SILVA (Raoni Pontes da Silva) ,Teatro ,RJ ,Inabilitado ,23
REGIUS BRANDAO RAMOS (REGIUS BRANDÃO) ,Teatro ,SC ,Habilitado ,1
RENATO DE ABREU SOARES (RENATO DE ABREU SOARES ) ,Teatro ,PA ,Inabilitado ,1
ROBSON NUNES VIEIRA (Robson Nunes Vieira) ,Teatro ,MG ,Habilitado ,19
ROSA MARIA DE CAMPOS VELHO (Rosa Maria de Campos Velho) ,Teatro ,RS ,Habilitado ,5
ROSA MARIA SANTOS MARTINS (rosa maria santos martins) ,Teatro ,AM ,Eleito ,81
ROSANGELA SOUZA ORTIZ (Rosângela Ortiz) ,Teatro ,SC ,Habilitado ,3
RUDIMAR MARTINS MACHADO (Rudimar Martins Machado) ,Teatro ,RS ,Habilitado ,1
SANDEMBERG OLIVEIRA DE ALMEIDA (Sandemberg Oliveira de Almeida) ,Teatro ,RN ,Eleito ,98
SANDRO LUIS COSTA DA SILVA (SANDRO L. C. DA SILVA (SANDRO LUCOSE)) ,Teatro ,MT ,Habilitado ,14
SEVERINO CARLOS DE AMORIM (Carlos Amorim) ,Teatro ,PE ,Eleito ,40
SILVESTRE FERREIRA (Silvestre Ferreira) ,Teatro ,SC ,Eleito ,70
SOLANGE GOMES DOS SANTOS (Solange Gomes dos Santos) ,Teatro ,SE ,Eleito ,27
STTEFANE DA COSTA TRINDADE (Sttefane Trindade) ,Teatro ,PA ,Habilitado ,1
